"firebase_id","role","sport","status","tested_skill","version","question_en","question_fr","question_es","question_it","answer_1_emoji","answer_1_score","answer_1_order","answer_1_text_en","answer_1_text_fr","answer_1_text_es","answer_1_text_it","answer_2_emoji","answer_2_score","answer_2_order","answer_2_text_en","answer_2_text_fr","answer_2_text_es","answer_2_text_it","answer_3_emoji","answer_3_score","answer_3_order","answer_3_text_en","answer_3_text_fr","answer_3_text_es","answer_3_text_it","answer_4_emoji","answer_4_score","answer_4_order","answer_4_text_en","answer_4_text_fr","answer_4_text_es","answer_4_text_it","answer_5_emoji","answer_5_score","answer_5_order","answer_5_text_en","answer_5_text_fr","answer_5_text_es","answer_5_text_it","answer_6_emoji","answer_6_score","answer_6_order","answer_6_text_en","answer_6_text_fr","answer_6_text_es","answer_6_text_it"
"dpd54gDdczmCx82WwGdo","goalkeeper","soccer","published","meta",1,"When you play, your team usually...","Quand tu joues, ton équipe a l’habitude de…","Cuando juegas, tu equipo suele...","Quando giochi, la tua squadra è solita...","😩",2,1,"Getting thrashed every time","Se faire éclater à chaque fois","Ser aplastado cada vez","Essere sconfitti ogni volta","😵‍💫",4,2,"Lose often","Perdre souvent","Perder a menudo","Perdere spesso","😅",6,3,"Win/lose, it depends","Perdre/gagner, ça dépend","Perder/ganar, depende","Perdere/vincere, dipende","💪",8,4,"Win a bit more than they lose","Gagner un peu plus qu’elle perd","Ganar un poco más de lo que pierde","Vincere un po' più di quanto perde","🦾",10,5,"Win often","Gagner souvent","Ganar a menudo","Vincere spesso","😎",12,6,"Win almost all the time","Gagner presque tout le temps","Ganar casi todo el tiempo","Vincere quasi sempre"
"ehuQW2eJBqSApwI32TxI","defender","soccer","published","meta",1,"Among your friends who also play, what level are you at?","Parmi tes potes qui jouent aussi, tu es à quel niveau ?","Entre tus amigos que también juegan, ¿en qué nivel estás?","Tra i tuoi amici che giocano anche, a che livello sei?","😩",2,1,"I'm at the bottom of the pack","Je suis en bas du panier","Estoy en el fondo del barril","Sono in fondo al gruppo","😵‍💫",4,2,"I'm not very good","Je suis pas très bon","No soy muy bueno","Non sono molto bravo","😅",6,3,"I manage","Je me débrouille","Me las arreglo","Me la cavo","💪",8,4,"I'm in the higher average","Je suis dans la moyenne haute","Estoy en la media alta","Sono nella media alta","🦾",10,5,"I'm often among the best","Je suis souvent parmi les meilleurs","A menudo estoy entre los mejores","Sono spesso tra i migliori","😎",12,6,"I'm above the rest","Je suis au-dessus du lot","Estoy por encima del promedio","Sono al di sopra della media"
"fGgSK0UHur5VtKkMVW6w","forward","soccer","published","pace",1,"You're making a deep run on a fast break...","Tu pars en profondeur sur un appel lancé…","Estás haciendo una carrera en profundidad en un contraataque rápido...","Stai partendo in profondità su un contropiede veloce...","😩",2,1,"I start too late","Je pars trop tard","Salgo tarde","Parto troppo tardi","😵‍💫",4,2,"I start but get caught","Je pars mais je me fais rattraper","Salgo pero me alcanzan","Parto ma vengo ripreso","😅",6,3,"I get ahead but receive a poor pass","Je prends de l’avance mais je suis mal servi","Tomo ventaja pero me pasan mal el balón","Prendo vantaggio ma sono servito male","💪",8,4,"I'm well set up but slow down","Je suis bien lancé mais je ralentis","Estoy bien lanzado pero disminuyo la velocidad","Sono ben lanciato ma rallento","🦾",10,5,"I take the space and get the ball","Je prends l’espace et je suis servi","Tomo el espacio y me pasan el balón","Prendo lo spazio e sono servito","😎",12,6,"I'm already ahead and head for the goal","Je suis déjà devant et je pars au but","Ya estoy adelante y me dirijo al gol","Sono già davanti e parto verso la porta"
"fZeQIGNfJ2cBYQOJ9gGf","midfielder","soccer","published","passing",1,"You're pressed back to the play, a solution appears...","Tu es pressé dos au jeu, une solution se présente…","Te presionan de espaldas al juego, aparece una solución...","Sei sotto pressione con le spalle al gioco, una soluzione si presenta...","😩",2,1,"I lose the ball without seeing the solution","Je perds la balle sans voir la solution","Pierdo la pelota sin ver la solución","Perdo la palla senza vedere la soluzione","😵‍💫",4,2,"I turn too slowly","Je me retourne trop lentement","Me doy la vuelta demasiado lento","Mi giro troppo lentamente","😅",6,3,"I panic and pass backwards","Je passe en panique en arrière","Paso en pánico hacia atrás","Passo nel panico all'indietro","💪",8,4,"I find a safe short pass","Je trouve une passe courte sécurisée","Encuentro un pase corto seguro","Trovo un passaggio corto sicuro","🦾",10,5,"I turn around and play it right","Je me retourne et joue juste","Me doy la vuelta y juego justo","Mi giro e gioco semplice","😎",12,6,"I keep my cool and play at the right tempo","Je garde mon calme et joue dans le bon tempo","Mantengo la calma y juego en el ritmo correcto","Mantengo la calma e gioco al giusto ritmo"
"gB71Y7wv4qStGSLrzgO0","goalkeeper","soccer","published","meta",1,"When you talk about your level, you're more like...","Quand tu parles de ton niveau, tu plutôt…","Cuando hablas de tu nivel, eres más bien...","Quando parli del tuo livello, sei piuttosto...","😩",2,1,"I clearly overestimate myself","Je me surestime clairement","Claramente me sobrevaloro","Mi sopravvaluto chiaramente","😵‍💫",4,2,"I brag a little","Je me vante un peu","Presumo un poco","Mi vanto un po'","😅",6,3,"I often see the bright side","Je vois souvent le bon côté","Veo a menudo el lado bueno","Vedo spesso il lato positivo","💪",8,4,"I try to be honest","J’essaie d’être honnête","Intento ser honesto","Cerco di essere onesto","🦾",10,5,"I'm quite objective","Je suis plutôt objectif","Soy bastante objetivo","Sono piuttosto obiettivo","😎",12,6,"I'm super clear-headed (even about my flaws)","Je suis super lucide (même sur mes défauts)","Soy súper lúcido (incluso sobre mis defectos)","Sono super lucido (anche sui miei difetti)"
"gWRZsbolTmdEgUP8w1QE","forward","soccer","published","physicality",1,"You're playing as a pivot with a defender on your back...","Tu joues en pivot avec un défenseur dans ton dos…","Estás jugando de pívot con un defensor detrás de ti...","Stai giocando come pivot con un difensore alle spalle...","😩",2,1,"I get pushed and fall","Je me fais bouger et je tombe","Me mueven y caigo","Mi faccio spostare e cado","😵‍💫",4,2,"I lose the ball while pivoting","Je perds le ballon en pivot","Pierdo el balón en el pivote","Perdo il pallone in sponda","😅",6,3,"I hold it a bit then lose it","Je garde un peu puis je le perds","Lo mantengo un poco y luego lo pierdo","Tengo un po' poi lo perdo","💪",8,4,"I hold with my back to the goal then pass it off","Je garde dos au but puis je décale","Mantengo de espaldas al arco y luego abro","Tengo spalle alla porta poi la sposto","🦾",10,5,"I turn and make a play","Je me retourne et je fais jouer","Me doy vuelta y hago jugar","Mi giro e faccio giocare","😎",12,6,"I hold perfectly and create a play","Je tiens parfaitement et je crée du jeu","Aguanto perfectamente y creo juego","Tengo perfettamente e creo gioco"
"gnebmc9asGpZJQnBUL1c","midfielder","soccer","published","physicality",1,"You need to keep up the effort during an intense phase...","Tu dois enchaîner les efforts dans une phase intense…","Necesitas mantener el esfuerzo durante una fase intensa...","Devi mantenere lo sforzo durante una fase intensa...","😩",2,1,"I walk, I'm done","Je marche, je suis cuit","Camino, estoy agotado","Cammino, sono cotto","😵‍💫",4,2,"I come back slowly","Je reviens lentement","Regreso lentamente","Rientro lentamente","😅",6,3,"I make the effort but I'm late","Je fais les efforts mais je suis en retard","Hago los esfuerzos pero llego tarde","Faccio gli sforzi ma sono in ritardo","💪",8,4,"I keep up the pace but I'm exhausted","Je tiens le rythme mais je suis à bout","Mantengo el ritmo pero estoy al límite","Tengo il ritmo ma sono allo stremo","🦾",10,5,"I stay clear-headed and defensive","Je reste lucide et défensif","Me mantengo lúcido y defensivo","Rimango lucido e difensivo","😎",12,6,"I keep up the action without dropping intensity","Je poursuis l’action sans baisser d’intensité","Sigo la acción sin bajar la intensidad","Proseguo l'azione senza calare d'intensità"
"h7wwuOpgq5XqryRWFr8S","defender","soccer","published","pace",1,"The opponent's counter-attacking, you gotta get back fast…","L’adversaire contre-attaque, tu dois revenir très vite…","El rival contraataca, tienes que regresar rápido…","L'avversario sta contrattaccando, devi tornare subito...","😩",2,1,"I hardly move","Je ne bouge presque pas","Casi no me muevo","Non mi muovo quasi","😵‍💫",4,2,"I take a few steps without conviction","Je fais quelques pas sans conviction","Doy unos pasos sin convicción","Faccio qualche passo senza convinzione","😅",6,3,"I get back but too late","Je reviens mais trop tard","Regreso pero demasiado tarde","Torno ma troppo tardi","💪",8,4,"I get back just in time to disrupt","Je reviens juste à temps pour gêner","Regreso justo a tiempo para molestar","Torno giusto in tempo per disturbare","🦾",10,5,"I'm present in the duel in the box","Je suis présent au duel dans la surface","Estoy presente en el duelo en el área","Sono presente nel duello in area","😎",12,6,"I got back before him and intercept","Je suis revenu avant lui et j’intercepte","Regresé antes que él e intercepto","Sono tornato prima di lui e intercetto"
"hOZb2YjbIEZM92OfIU83","forward","soccer","published","meta",1,"Among your friends who also play, what level are you at?","Parmi tes potes qui jouent aussi, tu es à quel niveau ?","Entre tus amigos que también juegan, ¿en qué nivel estás?","Tra i tuoi amici che giocano anche, a che livello sei?","😩",2,1,"I'm at the bottom of the pack","Je suis en bas du panier","Estoy en el fondo del barril","Sono in fondo al gruppo","😵‍💫",4,2,"I'm not very good","Je suis pas très bon","No soy muy bueno","Non sono molto bravo","😅",6,3,"I manage","Je me débrouille","Me las arreglo","Me la cavo","💪",8,4,"I'm in the higher average","Je suis dans la moyenne haute","Estoy en la media alta","Sono nella media alta","🦾",10,5,"I'm often among the best","Je suis souvent parmi les meilleurs","A menudo estoy entre los mejores","Sono spesso tra i migliori","😎",12,6,"I'm above the rest","Je suis au-dessus du lot","Estoy por encima del promedio","Sono al di sopra della media"
"hmWPwAO1wQMSQ144LDJ5","defender","soccer","published","shooting",1,"You win the ball high up with some space in front of you...","Tu récupères le ballon haut avec un peu d’espace devant toi…","Recuperas el balón arriba con algo de espacio delante de ti...","Hai recuperato il pallone in alto con un po' di spazio davanti a te...","😩",2,1,"I don't try anything","Je ne tente rien","No intento nada","Non provo nulla","😵‍💫",4,2,"I shoot without momentum, far from the goal","Je frappe sans élan, loin du but","Tiro sin impulso, lejos del arco","Tiro senza slancio, lontano dalla porta","😅",6,3,"I shoot too close to the goalkeeper","Je frappe trop sur le gardien","Tiro demasiado al portero","Tiro troppo sul portiere","💪",8,4,"I get off a decent shot","Je déclenche un tir correct","Disparo correcto","Faccio un tiro corretto","🦾",10,5,"I hit the target and the goalkeeper has to make a save","Je cadre et le gardien doit intervenir","Apunto y el portero tiene que intervenir","Tiro in porta e il portiere deve intervenire","😎",12,6,"I score with a clean strike","Je marque avec une frappe propre","Marco con un tiro limpio","Segno con un tiro pulito"
"jamGKq5w6PaIxXP6isFE","goalkeeper","soccer","published","communication",1,"Two defenders get in each other's way in the box...","Deux défenseurs se gênent dans la surface…","Dos defensores se estorban en el área...","Due difensori si intralciano in area...","😩",2,1,"I let it be","Je laisse faire","Dejo que pase","Lascio fare","😵‍💫",4,2,"I complain once it's too late","Je râle une fois que c’est trop tard","Me quejo cuando ya es tarde","Mi lamento quando è troppo tardi","😅",6,3,"I talk to no one","Je parle dans le vide","Hablo al aire","Parlo al vento","💪",8,4,"I warn them without much conviction","Je les avertis sans trop de conviction","Les advierto sin mucha convicción","Li avverto senza troppa convinzione","🦾",10,5,"I ask them to reposition","Je leur demande de se replacer","Les pido que se reubiquen","Chiedo loro di riposizionarsi","😎",12,6,"I reposition them and they react immediately","Je les replace et ils réagissent direct","Los reubico y reaccionan de inmediato","Li riposiziono e reagiscono subito"
"jhJjiUegJo3uldVRT5qn","forward","soccer","published","meta",1,"When you talk about your level, you're more like...","Quand tu parles de ton niveau, tu plutôt…","Cuando hablas de tu nivel, eres más bien...","Quando parli del tuo livello, sei piuttosto...","😩",2,1,"I clearly overestimate myself","Je me surestime clairement","Claramente me sobrevaloro","Mi sopravvaluto chiaramente","😵‍💫",4,2,"I brag a little","Je me vante un peu","Presumo un poco","Mi vanto un po'","😅",6,3,"I often see the bright side","Je vois souvent le bon côté","Veo a menudo el lado bueno","Vedo spesso il lato positivo","💪",8,4,"I try to be honest","J’essaie d’être honnête","Intento ser honesto","Cerco di essere onesto","🦾",10,5,"I'm quite objective","Je suis plutôt objectif","Soy bastante objetivo","Sono piuttosto obiettivo","😎",12,6,"I'm super clear-headed (even about my flaws)","Je suis super lucide (même sur mes défauts)","Soy súper lúcido (incluso sobre mis defectos)","Sono super lucido (anche sui miei difetti)"
"kNYJ4do9lzA5DZbC9n16","defender","soccer","published","meta",1,"What kind of games do you usually play in?","Tu joues le plus souvent dans quel genre de matchs ?","¿En qué tipo de partidas juegas más seguido?","In che tipo di partite giochi più spesso?","😩",2,1,"Scrappy games","Des matchs à l’arrache","Partidas improvisadas","Partite improvvisate","😵‍💫",4,2,"Chill games","Des matchs tranquilles","Partidas tranquilas","Partite tranquille","😅",6,3,"Five-a-side with friends","Du five entre potes","Un five entre amigos","Partite tra amici","💪",8,4,"Well-organized games","Des bons matchs organisés","Buenas partidas organizadas","Buone partite organizzate","🦾",10,5,"In tournaments or leagues","En tournoi ou ligue","En torneo o liga","In torneo o lega","😎",12,6,"Very serious games","Des matchs très sérieux","Partidas muy serias","Partite molto serie"
"ln0JYBlwWhxjUDfJde2h","defender","soccer","published","pace",1,"A forward beats you to the ball on a through pass…","Un attaquant te prend de vitesse sur une passe en profondeur…","Un delantero te gana en velocidad con un pase en profundidad…","Un attaccante ti anticipa su un passaggio filtrante…","😩",2,1,"I get left behind without being able to react","Je me fais déposer sans pouvoir réagir","Me dejan atrás sin poder reaccionar","Mi faccio superare senza poter reagire","😵‍💫",4,2,"I run but he gets too far ahead","Je cours mais il prend trop d’avance","Corro pero toma mucha ventaja","Corro ma prende troppo vantaggio","😅",6,3,"I follow him with difficulty to the box","Je le suis difficilement jusqu'à la surface","Lo sigo con dificultad hasta el área","Lo seguo a fatica fino all'area","💪",8,4,"I get back in time but can't intervene","Je reviens à temps mais sans pouvoir intervenir","Regreso a tiempo pero sin poder intervenir","Torno in tempo ma senza poter intervenire","🦾",10,5,"I get back and force him to shoot quickly","Je reviens et je le pousse à frapper vite","Regreso y lo empujo a disparar rápido","Torno e lo costringo a tirare velocemente","😎",12,6,"I catch up and cut off the play","Je le rattrape et je coupe l'action","Lo alcanzo y corto la acción","Lo raggiungo e interrompo l'azione"
"ls1VKQN28tXnjZnRdm6Q","goalkeeper","soccer","published","meta",1,"In your team, you're more like...","Dans ton équipe, tu es plutôt…","En tu equipo, eres más bien...","Nella tua squadra, sei piuttosto...","😩",2,1,"The one picked last","Celui qu’on prend en dernier","El que eligen de último","Quello che si sceglie per ultimo","😵‍💫",4,2,"Often struggling","Souvent en galère","A menudo en apuros","Spesso in difficoltà","😅",6,3,"Decent, nothing more","Correct sans plus","Correcto sin más","Corretto senza più","💪",8,4,"Pretty reliable","Plutôt fiable","Bastante confiable","Piuttosto affidabile","🦾",10,5,"One of the good ones","L’un des bons","Uno de los buenos","Uno dei buoni","😎",12,6,"One of the best","L’un des meilleurs","Uno de los mejores","Uno dei migliori"
"mO0GJDARmGGkLSsKGeG4","goalkeeper","soccer","published","meta",1,"Le plus important pour toi, c'est de…","Le plus important pour toi, c'est de…","Lo más importante para ti es...","La cosa più importante per te è…","😩",2,1,"Laugh, not take myself seriously","Rigoler, ne pas me prendre au sérieux","Reír, no tomarme en serio","Ridere, non prendermi sul serio","😵‍💫",4,2,"Me défouler un peu","Me défouler un peu","Desahogarme un poco","Sfamarmi un po'","😅",6,3,"Passer un bon moment entre potes","Passer un bon moment entre potes","Pasar un buen rato entre amigos","Passare un buon momento tra amici","💪",8,4,"Être utile à l’équipe","Être utile à l’équipe","Ser útil para el equipo","Essere utile alla squadra","🦾",10,5,"Gagner si possible","Gagner si possible","Ganar si es posible","Vincere se possibile","😎",12,6,"Gagner, peu importe comment","Gagner, peu importe comment","Ganar, sin importar cómo","Vincere, a qualunque costo"
"nlDQOEmKj16WDUGJ2TJE","goalkeeper","soccer","published","meta",1,"Do you play soccer often?","Tu joues souvent au foot ?","¿Juegas seguido al fútbol?","Giochi spesso a calcio?","😩",2,1,"Very rarely, almost never","Très rarement, presque jamais","Muy raramente, casi nunca","Molto raramente, quasi mai","😵‍💫",4,2,"Once every 2-3 months","Une fois tous les 2-3 mois","Una vez cada 2-3 meses","Una volta ogni 2-3 mesi","😅",6,3,"About once a month","Environ une fois par mois","Aproximadamente una vez al mes","Circa una volta al mese","💪",8,4,"About twice a month","Environ 2 fois par mois","Aproximadamente 2 veces al mes","Circa 2 volte al mese","🦾",10,5,"Almost every week","Presque toutes les semaines","Casi todas las semanas","Quasi tutte le settimane","😎",12,6,"Every week, or more","Toutes les semaines, voire plus","Todas las semanas, incluso más","Tutte le settimane, se non di più"
"pXxU2cgllimVjArF7EId","forward","soccer","published","dribbling",1,"You receive the ball under pressure, you need to get out of it...","Tu reçois le ballon serré, tu dois t’en sortir…","Recibes el balón presionado, debes salir de ahí...","Ricevi la palla sotto pressione, devi uscirne...","😩",2,1,"I lose the ball immediately","Je perds le ballon direct","Pierdo el balón directo","Perdo subito la palla","😵‍💫",4,2,"I keep it for a moment then lose it","Je le garde un instant puis le perds","Lo mantengo un instante y luego lo pierdo","La tengo un attimo poi la perdo","😅",6,3,"I turn around but it's risky","Je me retourne mais c’est risqué","Me doy la vuelta pero es arriesgado","Mi giro ma è rischioso","💪",8,4,"I protect myself and play it back","Je me protège et joue en retrait","Me protejo y juego hacia atrás","Mi proteggo e gioco all'indietro","🦾",10,5,"I manage under pressure","Je m’en sors sous pression","Me las arreglo bajo presión","Me la cavo sotto pressione","😎",12,6,"I turn around and move forward with the ball at my feet","Je me retourne et j’avance balle au pied","Me doy la vuelta y avanzo con el balón","Mi giro e avanzo palla al piede"
"phc73HAqRHllw8Fl49GE","goalkeeper","soccer","published","positioning",1,"The striker is a bit off-center, shoots for the near post...","L’attaquant est un peu excentré, tir au premier poteau…","El delantero está un poco desviado, dispara al primer palo...","L'attaccante è un po' fuori posizione, tira al primo palo...","😩",2,1,"I leave a gap and it's in","Je laisse un trou et c’est dedans","Dejo un hueco y entra","Lascio un buco ed è dentro","😵‍💫",4,2,"I'm poorly positioned and react late","Je suis mal placé et je réagis tard","Estoy mal posicionado y reacciono tarde","Sono mal posizionato e reagisco tardi","😅",6,3,"I try to close but it's too tight","Je tente de fermer mais c’est trop juste","Intento cerrar pero es demasiado justo","Provo a chiudere ma è troppo tardi","💪",8,4,"I deflect it with the tip of my foot","Je dévie du bout du pied","Desvío con la punta del pie","Devio con la punta del piede","🦾",10,5,"I close well and parry it","Je ferme bien et je la repousse","Cierro bien y la rechazo","Chiudo bene e la respingo","😎",12,6,"I'm on the trajectory and catch it","Je suis sur la trajectoire et je la capte","Estoy en la trayectoria y la capturo","Sono sulla traiettoria e la prendo"
"qPrVnkDfzfdafXiqV3Qg","defender","soccer","published","physicality",1,"You need to hold back a forward who's pushing you from behind...","Tu dois contenir un attaquant qui te pousse dans le dos…","Tienes que contener a un delantero que te empuja por detrás...","Devi contenere un attaccante che ti spinge da dietro...","😩",2,1,"I get moved easily","Je me fais bouger facilement","Me mueven fácilmente","Mi faccio spostare facilmente","😵‍💫",4,2,"I fall on contact","Je tombe au contact","Caigo al contacto","Cado al contatto","😅",6,3,"I hold my ground but he gets past anyway","Je résiste mais il passe quand même","Resisto pero él pasa igual","Resisto ma passa comunque","💪",8,4,"I keep him off balance","Je le tiens en déséquilibre","Lo mantengo en desequilibrio","Lo tengo in equilibrio precario","🦾",10,5,"I win the physical duel","Je gagne le duel dans le corps à corps","Gano el duelo cuerpo a cuerpo","Vinco il duello corpo a corpo","😎",12,6,"I shut him down physically without fouling","Je l’éteins physiquement sans faute","Lo apago físicamente sin falta","Lo spengo fisicamente senza fallo"
"qgL1A9dIPN5xzSpm2vBr","forward","soccer","published","pace",1,"Your teammate starts a counter, you want the ball...","Ton coéquipier déclenche un contre, tu veux être servi…","Tu compañero inicia un contraataque, quieres el balón...","Il tuo compagno avvia un contropiede, vuoi la palla...","😩",2,1,"I stay static","Je reste statique","Me quedo estático","Rimango statico","😵‍💫",4,2,"I start but I'm off tempo","Je pars mais je suis hors tempo","Salgo pero estoy fuera de tiempo","Parto ma sono fuori tempo","😅",6,3,"I run down the middle without conviction","Je cours dans l’axe sans conviction","Corro por el centro sin convicción","Corro nell'asse senza convinzione","💪",8,4,"I make an average run","Je propose un appel moyen","Hago un pase medio","Propongo un movimento medio","🦾",10,5,"I make a sharp run","Je déclenche un appel tranchant","Inicio un pase decisivo","Avvio un movimento deciso","😎",12,6,"I start at the right time and get found","Je pars dans le bon timing et je suis trouvé","Salgo en el momento justo y me encuentran","Parto al momento giusto e vengo trovato"
"qygcqbUeDWh6WQN6LUlc","goalkeeper","soccer","published","footwork",1,"Your defender makes a pass to you, but the forward is pressuring you...","Ton défenseur te fait une passe, mais l’attaquant te presse…","Tu defensor te pasa el balón, pero el delantero te está presionando...","Il tuo difensore ti passa la palla, ma l'attaccante ti sta pressando...","😩",2,1,"I panic and miss my control","Je panique et rate mon contrôle","Entro en pánico y fallo mi control","Mi agito e sbaglio il controllo","😵‍💫",4,2,"I clear it randomly","Je dégage n’importe comment","Despejo de cualquier manera","Sgombro alla cieca","😅",6,3,"I give the ball to the opponent","Je rends la balle à l’adversaire","Devuelvo la pelota al adversario","Riconsegno la palla all'avversario","💪",8,4,"I control but waste time","Je contrôle mais perds du temps","Controlo pero pierdo tiempo","Controllo ma perdo tempo","🦾",10,5,"I play it simple to a teammate","Je joue simple vers un partenaire","Juego simple hacia un compañero","Gioco semplice verso un compagno","😎",12,6,"I beat him and restart cleanly","Je l’élimine et je relance proprement","Lo elimino y relanzo limpiamente","Lo supero e rilancio pulito"
"rBobdljejsaydKsZFs3K","midfielder","soccer","published","shooting",1,"You win the ball back with a press and can shoot quickly...","Tu grattes un ballon au pressing et tu peux frapper vite…","Ganas el balón presionando y puedes disparar rápido...","Recuperi palla con il pressing e puoi tirare veloce...","😩",2,1,"I rush and miss the ball","Je me précipite et je rate le ballon","Me apresuro y fallo el balón","Mi precipito e manco il pallone","😵‍💫",4,2,"I shoot off-balance","Je frappe en déséquilibre","Golpeo desequilibrado","Colpisco in modo sbilanciato","😅",6,3,"I shoot quickly but without power","Je tire vite mais sans puissance","Tiro rápido pero sin potencia","Tiro veloce ma senza potenza","💪",8,4,"I aim despite the pressure","Je cadre malgré la pression","Apunto a pesar de la presión","Inquadro nonostante la pressione","🦾",10,5,"I strike well, the goalkeeper has to intervene","Je frappe bien, le gardien doit intervenir","Golpeo bien, el portero debe intervenir","Colpisco bene, il portiere deve intervenire","😎",12,6,"I unleash a quick and effective shot","Je déclenche une frappe rapide et efficace","Lanzo un tiro rápido y eficaz","Scateno un tiro rapido ed efficace"
"rCchseV5qhleIKISf7bA","midfielder","soccer","published","meta",1,"Regarding concentration, on the field, you're...","Niveau concentration, sur le terrain, tu es…","En cuanto a concentración, en el campo, eres...","Livello di concentrazione, in campo, sei...","😩",2,1,"Always elsewhere","Toujours ailleurs","Siempre en otro lado","Sempre altrove","😵‍💫",4,2,"I often drift off","Je décroche souvent","Me desconcentro a menudo","Mi distraggo spesso","😅",6,3,"It depends on the moments","Ça dépend des moments","Depende del momento","Dipende dai momenti","💪",8,4,"Rather focused","Plutôt concentré","Más bien concentrado","Piuttosto concentrato","🦾",10,5,"Focused almost the whole game","Focus quasi tout le match","Casi todo el partido enfocado","Quasi tutto il match concentrato","😎",12,6,"Nothing distracts me","Rien ne me déconcentre","Nada me desconcentra","Niente mi distrae"
"tN4V5TfsObhW4YjotB7q","goalkeeper","soccer","published","meta",1,"What kind of games do you usually play in?","Tu joues le plus souvent dans quel genre de matchs ?","¿En qué tipo de partidas juegas más seguido?","In che tipo di partite giochi più spesso?","😩",2,1,"Scrappy games","Des matchs à l’arrache","Partidas improvisadas","Partite improvvisate","😵‍💫",4,2,"Chill games","Des matchs tranquilles","Partidas tranquilas","Partite tranquille","😅",6,3,"Five-a-side with friends","Du five entre potes","Un five entre amigos","Partite tra amici","💪",8,4,"Well-organized games","Des bons matchs organisés","Buenas partidas organizadas","Buone partite organizzate","🦾",10,5,"In tournaments or leagues","En tournoi ou ligue","En torneo o liga","In torneo o lega","😎",12,6,"Very serious games","Des matchs très sérieux","Partidas muy serias","Partite molto serie"
"uPQ3VYgwKxVYxeCpm4pt","forward","soccer","published","meta",1,"Le plus important pour toi, c'est de…","Le plus important pour toi, c'est de…","Lo más importante para ti es...","La cosa più importante per te è…","😩",2,1,"Laugh, not take myself seriously","Rigoler, ne pas me prendre au sérieux","Reír, no tomarme en serio","Ridere, non prendermi sul serio","😵‍💫",4,2,"Me défouler un peu","Me défouler un peu","Desahogarme un poco","Sfamarmi un po'","😅",6,3,"Passer un bon moment entre potes","Passer un bon moment entre potes","Pasar un buen rato entre amigos","Passare un buon momento tra amici","💪",8,4,"Être utile à l’équipe","Être utile à l’équipe","Ser útil para el equipo","Essere utile alla squadra","🦾",10,5,"Gagner si possible","Gagner si possible","Ganar si es posible","Vincere se possibile","😎",12,6,"Gagner, peu importe comment","Gagner, peu importe comment","Ganar, sin importar cómo","Vincere, a qualunque costo"
"viJ8mOeULFf7RWcjRCUM","midfielder","soccer","published","defence",1,"An opponent tries to advance through your center...","Un adversaire tente de progresser dans ton axe…","Un rival intenta avanzar por tu centro...","Un avversario cerca di avanzare nel tuo centro...","😩",2,1,"I let it pass without moving","Je laisse passer sans bouger","Dejo pasar sin moverme","Lascio passare senza muovermi","😵‍💫",4,2,"I back off without intervening","Je recule sans intervenir","Retrocedo sin intervenir","Arretro senza intervenire","😅",6,3,"I slow him down a bit but he gets through","Je le freine un peu mais il passe","Lo freno un poco pero pasa","Lo freno un po' ma passa","💪",8,4,"I stay in front of him and block him","Je reste devant lui et je le gêne","Me quedo delante de él y lo incomodo","Resto davanti a lui e lo ostacolo","🦾",10,5,"I prevent him from advancing","Je l’empêche d’avancer","Le impido avanzar","Gli impedisco di avanzare","😎",12,6,"I stop him cleanly and recover","Je le stoppe proprement et récupère","Lo detengo limpiamente y recupero","Lo fermo pulito e recupero"
"x7JN5ExnHfywnfbEh2Yv","midfielder","soccer","published","meta",1,"In your team, you're more like...","Dans ton équipe, tu es plutôt…","En tu equipo, eres más bien...","Nella tua squadra, sei piuttosto...","😩",2,1,"The one picked last","Celui qu’on prend en dernier","El que eligen de último","Quello che si sceglie per ultimo","😵‍💫",4,2,"Often struggling","Souvent en galère","A menudo en apuros","Spesso in difficoltà","😅",6,3,"Decent, nothing more","Correct sans plus","Correcto sin más","Corretto senza più","💪",8,4,"Pretty reliable","Plutôt fiable","Bastante confiable","Piuttosto affidabile","🦾",10,5,"One of the good ones","L’un des bons","Uno de los buenos","Uno dei buoni","😎",12,6,"One of the best","L’un des meilleurs","Uno de los mejores","Uno dei migliori"
"xORd8OLkOWtC48AfKugb","defender","soccer","published","dribbling",1,"A forward is pressing hard, you need to get out of the duel...","Un attaquant presse fort, tu dois sortir du duel…","Un delantero te está presionando fuerte, debes salir del duelo...","Un attaccante ti sta pressando forte, devi uscire dal duello...","😩",2,1,"I lose the ball on the first contact","Je perds le ballon sur le premier contact","Pierdo el balón en el primer contacto","Perdo la palla al primo contatto","😵‍💫",4,2,"I clear it into the wall","Je dégage dans le mur","Despejo contra el muro","Sgombro nel muro","😅",6,3,"I get out of it with a lucky bounce","Je m’en sors avec un contre favorable","Me las arreglo con un contra favorable","Me la cavo con un rimpallo favorevole","💪",8,4,"I hold onto the ball gritting my teeth","Je garde la balle en serrant les dents","Mantengo la pelota apretando los dientes","Tengo la palla stringendo i denti","🦾",10,5,"I barely dribble past him","Je le dribble de justesse","Lo regateo por poco","Lo dribblo per un pelo","😎",12,6,"I take him on and get out cleanly","Je le fixe et je m’en sors proprement","Lo fijo y salgo limpio","Lo fisso e me la cavo pulitamente"
